Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Attendance_Score,Merit_Score
36759,HR,Female,59,Consultant,2016-04-27 08:03:05.556036,8,High School,5,8250.0,55,26,7,6,0,18,43,2,4.82,True,8,0.698276850133993
36761,Operations,Female,38,Technician,2023-01-12 08:03:05.556036,1,Master,5,5250.0,54,39,1,8,75,18,19,1,4.29,False,6,0.6477817975675118
36771,Finance,Female,41,Developer,2018-06-03 08:03:05.556036,6,PhD,3,6500.0,41,24,29,2,50,12,78,1,2.97,False,12,0.6254635126777984
36773,IT,Male,39,Engineer,2023-10-15 08:03:05.556036,0,High School,3,7800.0,56,32,11,0,50,6,59,2,4.8,False,14,0.7398041640898784
36780,Customer Support,Male,42,Engineer,2023-08-28 08:03:05.556036,1,High School,5,9000.0,56,33,29,2,0,15,97,2,1.47,False,12,0.7255820449391879
36790,IT,Female,55,Technician,2024-06-27 08:03:05.556036,0,Bachelor,5,5250.0,54,37,16,0,25,16,42,1,2.89,False,14,0.7303688930117501
36793,Marketing,Female,39,Engineer,2019-06-26 08:03:05.556036,5,Bachelor,3,7800.0,51,15,26,3,25,3,86,2,3.41,False,11,0.6126047206761492
36808,Finance,Female,35,Developer,2016-04-04 08:03:05.556036,8,Master,3,6500.0,38,21,2,1,50,12,50,1,4.88,False,13,0.6664386724386724
36824,Customer Support,Female,59,Specialist,2023-05-03 08:03:05.556036,1,Bachelor,5,6750.0,49,41,15,2,25,7,46,1,1.26,False,12,0.6447048031333745
36828,Operations,Male,36,Analyst,2021-03-03 08:03:05.556036,3,Bachelor,5,6000.0,56,48,6,9,50,9,22,1,2.91,False,5,0.6072913832199547
36835,Engineering,Male,42,Consultant,2022-07-23 08:03:05.556036,2,Master,4,7700.0,58,38,17,1,0,7,50,2,3.15,False,13,0.6993264275407133
36858,Finance,Female,58,Manager,2021-08-31 08:03:05.556036,3,High School,4,8400.0,42,18,3,0,0,17,94,1,4.33,False,14,0.779868377654092
36862,Sales,Other,60,Specialist,2022-06-26 08:03:05.556036,2,Bachelor,1,4950.0,47,45,26,1,100,12,92,1,2.59,False,13,0.6347463409606267
36886,Operations,Male,51,Technician,2021-03-18 08:03:05.556036,3,Master,5,5250.0,53,28,27,10,100,19,35,1,4.51,False,4,0.6176356421356421
36888,Operations,Female,45,Manager,2017-11-02 08:03:05.556036,6,Bachelor,5,9000.0,30,39,0,4,75,3,56,2,4.67,False,10,0.7986721294578436
36895,HR,Male,53,Consultant,2022-04-20 08:03:05.556036,2,Bachelor,1,6050.0,37,29,9,0,0,3,60,2,4.83,False,14,0.6310794681508967
36899,HR,Male,40,Analyst,2021-10-07 08:03:05.556036,2,High School,5,6000.0,33,31,27,6,50,15,34,2,4.54,False,8,0.6865031952174808
36910,HR,Female,57,Specialist,2019-09-29 08:03:05.556036,4,PhD,5,6750.0,57,30,19,5,0,9,50,2,3.37,False,9,0.6705305091733663
36912,Legal,Male,46,Analyst,2022-04-14 08:03:05.556036,2,Bachelor,5,6000.0,30,2,27,3,100,18,26,1,4.63,False,11,0.5993313749742321
36915,Customer Support,Male,34,Engineer,2018-12-20 08:03:05.556036,5,Bachelor,5,9000.0,60,4,19,3,50,17,92,1,2.13,False,11,0.615827973613688
36916,Legal,Male,23,Engineer,2024-02-04 08:03:05.556036,0,Bachelor,5,9000.0,50,34,20,9,25,8,29,1,4.35,False,5,0.6362899402185116
36918,HR,Male,30,Developer,2018-07-30 08:03:05.556036,6,High School,4,7000.0,30,5,19,2,75,6,97,1,4.02,True,12,0.6887963306534736
36922,IT,Female,36,Consultant,2020-09-30 08:03:05.556036,3,Bachelor,2,6600.0,48,47,17,9,100,5,93,1,4.49,False,5,0.6756440940012369
36928,Sales,Female,23,Specialist,2021-05-25 08:03:05.556036,3,Bachelor,3,5850.0,31,25,10,1,100,5,50,1,3.37,False,13,0.6072652030509174
36931,Finance,Male,49,Technician,2021-09-08 08:03:05.556036,2,Bachelor,2,4200.0,47,24,13,6,75,5,92,2,4.19,False,8,0.6076034838177696
36937,Operations,Female,49,Consultant,2014-09-19 08:03:05.556036,9,Bachelor,3,7150.0,44,24,21,4,100,14,85,1,3.1,False,10,0.617533498247784
36938,Finance,Male,30,Specialist,2019-02-22 08:03:05.556036,5,Bachelor,4,6300.0,40,35,23,2,100,19,72,2,2.07,False,12,0.6632402597402598
36949,HR,Female,50,Developer,2019-04-23 08:03:05.556036,5,Master,3,6500.0,42,19,1,4,25,15,97,1,4.95,False,10,0.7138677592249021
36960,IT,Male,35,Manager,2020-07-05 08:03:05.556036,4,PhD,5,9000.0,52,42,2,3,25,1,80,2,1.47,False,11,0.7136875901875903
36961,Legal,Male,57,Manager,2018-04-07 08:03:05.556036,6,Bachelor,5,9000.0,32,19,27,3,0,19,62,1,4.79,False,11,0.7494464028035456
36962,Sales,Female,37,Manager,2021-07-24 08:03:05.556036,3,Bachelor,5,9000.0,41,17,19,7,0,16,61,2,3.16,False,7,0.600620078334364
36963,Operations,Male,36,Engineer,2015-05-05 08:03:05.556036,9,Bachelor,3,7800.0,52,44,27,0,25,15,98,2,1.59,False,14,0.7070716347144919
36976,Customer Support,Male,49,Specialist,2023-04-24 08:03:05.556036,1,Bachelor,5,6750.0,47,47,28,12,25,16,42,1,4.02,True,2,0.6562566481137909
36983,IT,Female,29,Developer,2021-01-15 08:03:05.556036,3,Bachelor,4,7000.0,56,17,20,7,100,11,76,1,4.07,False,7,0.6264231086373944
36990,Sales,Male,45,Specialist,2020-10-31 08:03:05.556036,3,Bachelor,1,4950.0,44,27,13,0,25,14,90,1,3.08,False,14,0.5960222634508349
36995,IT,Male,42,Technician,2018-12-16 08:03:05.556036,5,Bachelor,4,4900.0,40,28,24,3,0,5,95,1,1.9,False,11,0.6583477633477633
37004,Engineering,Female,22,Engineer,2018-10-31 08:03:05.556036,5,Bachelor,4,8400.0,34,34,26,3,100,15,73,2,2.28,False,11,0.6573931148216862
37009,IT,Female,55,Engineer,2015-08-04 08:03:05.556036,9,PhD,3,7800.0,52,46,4,7,75,13,57,2,4.85,False,7,0.6954066171923314
37010,Sales,Male,51,Specialist,2020-02-04 08:03:05.556036,4,High School,5,6750.0,58,36,26,1,0,11,15,1,2.05,False,13,0.6154560915275201
37012,Finance,Female,54,Consultant,2020-10-29 08:03:05.556036,3,Master,5,8250.0,46,47,25,5,25,16,21,1,4.75,False,9,0.7503324056895485
37015,Legal,Male,60,Developer,2019-11-26 08:03:05.556036,4,PhD,4,7000.0,55,30,14,8,25,5,62,2,4.95,False,6,0.6809157905586476
37016,Marketing,Female,37,Technician,2020-08-17 08:03:05.556036,4,PhD,5,5250.0,51,25,13,5,0,11,45,1,2.85,False,9,0.6140213358070501
37029,Customer Support,Female,42,Technician,2021-08-05 08:03:05.556036,3,High School,5,5250.0,52,49,2,7,25,1,24,1,4.06,False,7,0.7014848484848484
37030,Finance,Male,35,Manager,2022-08-07 08:03:05.556036,2,PhD,5,9000.0,36,40,10,0,50,2,94,1,3.96,False,14,0.901164296021439
37032,Legal,Male,23,Engineer,2017-04-20 08:03:05.556036,7,Bachelor,4,8400.0,59,29,19,0,25,18,82,2,1.41,False,14,0.6545239125953412
37043,Marketing,Female,57,Specialist,2024-05-15 08:03:05.556036,0,Bachelor,5,6750.0,50,27,26,1,25,9,90,2,1.98,False,13,0.7267365491651205
37046,Finance,Male,60,Consultant,2018-04-14 08:03:05.556036,6,High School,1,6050.0,34,37,1,1,100,12,79,1,4.98,False,13,0.6953306534735106
37057,Marketing,Female,36,Engineer,2015-12-23 08:03:05.556036,8,Bachelor,5,9000.0,37,27,2,10,25,6,96,2,4.67,False,4,0.7447863327149041
37058,HR,Female,23,Engineer,2015-06-20 08:03:05.556036,9,Bachelor,4,8400.0,45,39,8,6,0,11,89,2,4.85,False,8,0.7957673675530818
37060,Sales,Female,59,Engineer,2017-02-01 08:03:05.556036,7,High School,5,9000.0,59,48,21,3,50,9,66,2,2.04,False,11,0.7383945578231292
37061,HR,Male,22,Developer,2017-12-03 08:03:05.556036,6,High School,4,7000.0,38,46,28,3,50,9,11,1,4.66,False,11,0.7001201814058957
37069,Engineering,Male,38,Manager,2017-07-02 08:03:05.556036,7,High School,4,8400.0,43,29,17,0,50,15,14,2,3.99,False,14,0.6461501752216038
37070,Operations,Other,23,Specialist,2021-02-25 08:03:05.556036,3,Bachelor,4,6300.0,38,34,7,0,50,12,32,1,3.63,False,14,0.6849219748505462
37071,Engineering,Female,24,Consultant,2020-06-28 08:03:05.556036,4,Bachelor,2,6600.0,54,41,16,2,25,18,54,1,4.82,False,12,0.6888664192949907
37079,Sales,Female,40,Specialist,2017-05-08 08:03:05.556036,7,Bachelor,5,6750.0,48,25,18,3,75,8,44,2,3.83,False,11,0.6895725623582767
37082,Sales,Female,37,Developer,2020-11-14 08:03:05.556036,3,PhD,4,7000.0,51,49,5,0,25,16,73,2,3.09,False,14,0.8019747474747476
37096,IT,Male,23,Analyst,2023-10-18 08:03:05.556036,0,Bachelor,4,5600.0,48,35,25,9,25,11,59,1,4.69,False,5,0.6679776334776335
37103,IT,Female,46,Consultant,2022-09-04 08:03:05.556036,2,High School,5,8250.0,44,49,1,11,50,9,73,2,2.06,False,3,0.6433318903318904
37104,Legal,Female,38,Analyst,2016-05-29 08:03:05.556036,8,PhD,4,5600.0,42,44,13,2,25,14,26,2,2.27,False,12,0.6170456606885178
37106,Finance,Female,24,Manager,2023-02-07 08:03:05.556036,1,Bachelor,5,9000.0,49,25,15,5,75,2,91,1,2.22,False,9,0.675450628736343
37113,HR,Female,37,Specialist,2019-12-11 08:03:05.556036,4,Bachelor,4,6300.0,56,31,14,2,75,9,91,2,3.09,False,12,0.7362975675118533
37114,IT,Male,31,Technician,2015-05-21 08:03:05.556036,9,High School,3,4550.0,31,28,15,2,25,19,60,2,3.0,False,12,0.606926406926407
37122,Marketing,Female,54,Consultant,2022-04-27 08:03:05.556036,2,Bachelor,3,7150.0,34,41,10,4,75,12,56,2,2.49,False,10,0.5978353947639662
37125,Marketing,Female,60,Manager,2015-09-06 08:03:05.556036,9,Bachelor,4,8400.0,43,31,20,6,0,18,71,1,2.52,False,8,0.6102506699649556
37129,Marketing,Female,58,Consultant,2024-03-02 08:03:05.556036,0,High School,2,6600.0,39,39,0,1,50,14,48,2,3.3,False,13,0.6068676561533703
37132,Sales,Female,24,Developer,2019-12-29 08:03:05.556036,4,Bachelor,5,7500.0,36,34,10,14,0,1,96,2,3.22,True,0,0.6437149041434755
37133,Legal,Female,43,Consultant,2023-05-03 08:03:05.556036,1,Bachelor,4,7700.0,30,17,9,3,100,3,62,2,3.83,True,11,0.6432831374974233
37140,Legal,Male,56,Consultant,2022-02-25 08:03:05.556036,2,Bachelor,5,8250.0,54,41,3,0,25,18,26,2,3.24,False,14,0.7318721913007626
37146,Finance,Male,59,Manager,2023-01-03 08:03:05.556036,1,High School,1,6600.0,48,36,8,1,0,14,95,1,4.34,False,13,0.6915722531436816
37148,IT,Female,37,Engineer,2018-08-01 08:03:05.556036,6,Master,3,7800.0,43,39,17,12,25,8,97,1,4.92,False,2,0.6797146980004122
37160,IT,Female,35,Engineer,2021-02-14 08:03:05.556036,3,Bachelor,3,7800.0,36,46,26,0,75,7,50,2,2.26,False,14,0.6517652030509173
37162,Legal,Female,59,Technician,2020-12-18 08:03:05.556036,3,High School,5,5250.0,58,38,10,11,0,13,68,2,4.58,False,3,0.7143329210472068
37164,HR,Female,38,Analyst,2015-11-11 08:03:05.556036,8,Bachelor,5,6000.0,46,43,8,7,25,11,28,2,2.72,False,7,0.6180758606472893
37176,Marketing,Male,40,Developer,2021-12-03 08:03:05.556036,2,Bachelor,5,7500.0,47,20,12,5,100,8,95,2,4.55,False,9,0.7796232735518449
37182,HR,Male,50,Specialist,2022-11-01 08:03:05.556036,1,Bachelor,4,6300.0,37,47,14,12,100,7,53,1,3.87,False,2,0.6209788703360133
37184,IT,Female,35,Consultant,2019-03-18 08:03:05.556036,5,Bachelor,4,7700.0,40,46,8,0,50,9,75,1,4.61,False,14,0.8697702535559678
37188,Finance,Male,30,Consultant,2022-10-12 08:03:05.556036,1,High School,1,6050.0,35,36,5,0,25,5,81,1,3.05,False,14,0.6130751391465677
37190,Finance,Male,31,Analyst,2022-03-22 08:03:05.556036,2,Bachelor,5,6000.0,40,32,26,4,25,14,83,1,2.17,False,10,0.6996461554318697
37195,Marketing,Female,26,Technician,2022-06-09 08:03:05.556036,2,Bachelor,5,5250.0,59,37,28,2,75,1,36,1,4.9,False,12,0.7901762523191095
37196,Sales,Female,26,Technician,2022-10-25 08:03:05.556036,1,Bachelor,4,4900.0,45,47,23,7,75,14,23,1,3.87,False,7,0.631801381158524
37198,Legal,Male,49,Consultant,2021-12-04 08:03:05.556036,2,High School,4,7700.0,45,49,8,1,100,11,5,2,3.21,False,13,0.6563152958152958
37202,HR,Male,41,Analyst,2024-02-15 08:03:05.556036,0,PhD,3,5200.0,34,25,12,5,50,6,66,1,4.23,True,9,0.6254455782312925
37207,Engineering,Male,59,Developer,2021-09-12 08:03:05.556036,2,PhD,4,7000.0,36,11,21,3,75,2,60,1,3.97,False,11,0.6217529375386518
37211,Sales,Male,56,Developer,2016-09-08 08:03:05.556036,7,High School,2,6000.0,57,26,29,2,100,2,71,1,3.59,True,12,0.6004853638425067
37215,Marketing,Female,25,Engineer,2020-07-25 08:03:05.556036,4,Bachelor,5,9000.0,58,32,5,12,100,15,41,2,4.14,False,2,0.5990119562976706
37235,Legal,Male,45,Developer,2014-10-12 08:03:05.556036,9,PhD,4,7000.0,60,43,17,10,100,18,85,2,2.25,False,4,0.6168702329416614
37240,Customer Support,Female,49,Consultant,2016-07-26 08:03:05.556036,8,Master,5,8250.0,42,11,21,4,0,1,52,2,3.74,False,10,0.6298056070913214
37246,HR,Female,30,Developer,2022-07-15 08:03:05.556036,2,Master,2,6000.0,49,46,7,1,50,14,20,1,4.68,False,13,0.6478734281591424
37247,Customer Support,Female,32,Technician,2019-08-08 08:03:05.556036,5,High School,3,4550.0,50,27,2,5,75,1,80,2,4.25,False,9,0.6628916718202433
37259,Sales,Female,33,Consultant,2022-07-02 08:03:05.556036,2,PhD,5,8250.0,56,23,9,6,0,5,46,2,3.99,False,8,0.6505925582354154
37287,Operations,Female,30,Technician,2022-01-08 08:03:05.556036,2,Bachelor,3,4550.0,47,20,7,3,100,16,69,1,4.7,False,11,0.6631694495980212
37289,Legal,Male,41,Manager,2020-06-05 08:03:05.556036,4,High School,5,9000.0,60,13,2,8,100,13,70,2,3.86,False,6,0.623189651618223
37290,Finance,Female,26,Developer,2023-10-29 08:03:05.556036,0,Bachelor,5,7500.0,38,34,4,5,75,1,52,1,1.56,False,9,0.6003974438260153
37293,IT,Male,49,Analyst,2024-02-25 08:03:05.556036,0,High School,5,6000.0,60,49,5,6,25,7,48,2,2.93,False,8,0.7077554112554113
37294,Finance,Male,44,Manager,2015-11-06 08:03:05.556036,8,Bachelor,5,9000.0,45,22,3,7,50,8,81,1,3.23,False,7,0.6649322820037107
37306,Customer Support,Male,29,Engineer,2015-01-03 08:03:05.556036,9,Bachelor,5,9000.0,30,10,17,6,50,18,38,1,4.45,True,8,0.6043697175840033
37310,Sales,Female,25,Consultant,2017-09-03 08:03:05.556036,7,Bachelor,3,7150.0,46,47,19,2,75,18,69,1,2.79,False,12,0.6921592455163884
37314,Legal,Male,57,Consultant,2023-06-01 08:03:05.556036,1,Bachelor,4,7700.0,38,25,29,5,75,3,37,2,4.81,False,9,0.6458597196454339
37320,Engineering,Female,28,Consultant,2016-01-09 08:03:05.556036,8,High School,5,8250.0,47,20,1,7,100,6,59,1,4.97,True,7,0.6993245722531437
37321,Customer Support,Male,24,Manager,2019-01-05 08:03:05.556036,5,High School,5,9000.0,52,35,21,7,25,2,86,1,3.58,False,7,0.7455945165945166
37327,Engineering,Male,31,Developer,2015-06-10 08:03:05.556036,9,High School,3,6500.0,39,36,4,6,75,4,93,2,3.82,False,8,0.6901032776747063
37339,IT,Female,57,Manager,2017-08-25 08:03:05.556036,7,High School,4,8400.0,50,35,15,3,0,1,50,2,2.98,False,11,0.6500101010101009
37350,IT,Male,55,Developer,2016-10-16 08:03:05.556036,7,Bachelor,2,6000.0,49,40,27,3,100,6,64,1,4.29,False,11,0.6642010925582355
37364,Engineering,Male,31,Engineer,2019-04-10 08:03:05.556036,5,High School,5,9000.0,52,48,12,10,25,18,61,1,4.79,False,4,0.765793547722119
37367,IT,Female,23,Engineer,2019-08-21 08:03:05.556036,5,Bachelor,5,9000.0,56,5,6,7,100,18,73,1,4.91,False,7,0.6633829107400536
37368,Finance,Male,49,Engineer,2019-02-01 08:03:05.556036,5,Bachelor,4,8400.0,56,25,3,3,50,2,96,1,4.71,False,11,0.7886230674087816
37369,Customer Support,Male,46,Consultant,2021-03-19 08:03:05.556036,3,Bachelor,5,8250.0,44,41,13,7,75,3,41,2,2.04,False,7,0.602175221603793
37375,Customer Support,Male,48,Specialist,2021-02-24 08:03:05.556036,3,PhD,4,6300.0,52,44,17,12,25,19,38,1,4.21,False,2,0.5954309420737992
37384,Marketing,Female,55,Consultant,2019-04-21 08:03:05.556036,5,Master,5,8250.0,51,1,14,1,0,1,73,1,2.76,False,13,0.6252706658420945
37387,Customer Support,Male,32,Technician,2022-12-03 08:03:05.556036,1,Bachelor,5,5250.0,32,9,0,9,25,11,47,2,4.89,False,5,0.5976127602556174
37400,Finance,Female,41,Consultant,2018-08-31 08:03:05.556036,6,Master,5,8250.0,47,47,19,1,0,19,21,2,4.43,False,13,0.7914752628324055
37408,Finance,Male,46,Analyst,2023-03-11 08:03:05.556036,1,Bachelor,5,6000.0,37,14,1,5,0,17,27,2,4.48,False,9,0.6142597402597403
37409,Customer Support,Female,48,Consultant,2014-12-10 08:03:05.556036,9,Bachelor,4,7700.0,37,35,8,10,50,18,90,1,4.75,False,4,0.7193181818181819
37421,Engineering,Female,41,Specialist,2024-02-26 08:03:05.556036,0,Bachelor,3,5850.0,33,40,10,6,0,4,73,1,3.84,False,8,0.6670257678829108
37428,Sales,Female,58,Developer,2018-03-11 08:03:05.556036,6,High School,3,6500.0,37,36,21,8,0,12,55,1,4.27,False,6,0.6072641723356009
37432,Finance,Female,25,Analyst,2022-09-06 08:03:05.556036,1,High School,2,4800.0,57,35,25,4,25,2,78,1,4.46,False,10,0.6662900432900433
37434,HR,Female,56,Consultant,2017-05-30 08:03:05.556036,7,High School,4,7700.0,58,39,2,1,100,5,43,2,1.98,False,13,0.6307666460523602
37435,Legal,Male,31,Specialist,2019-04-19 08:03:05.556036,5,High School,1,4950.0,48,32,15,0,75,4,90,2,4.14,False,14,0.6694304267161411
37438,Legal,Other,40,Specialist,2021-12-18 08:03:05.556036,2,Bachelor,4,6300.0,55,8,10,6,25,13,92,2,4.46,False,8,0.65579736136879
37448,Legal,Male,57,Manager,2023-10-15 08:03:05.556036,0,High School,5,9000.0,38,40,13,10,100,11,81,1,2.69,False,4,0.6685445269016698
37450,HR,Male,23,Consultant,2018-06-13 08:03:05.556036,6,High School,1,6050.0,54,34,24,2,100,15,78,1,4.21,False,12,0.6282798392084107
37469,Marketing,Male,40,Specialist,2024-02-23 08:03:05.556036,0,High School,5,6750.0,55,41,13,11,0,1,45,2,2.97,False,3,0.599613172541744
37475,IT,Female,59,Analyst,2022-08-15 08:03:05.556036,2,Master,2,4800.0,58,37,3,0,100,18,67,2,4.52,True,14,0.7123739435168006
37486,Engineering,Male,22,Manager,2021-08-19 08:03:05.556036,3,Bachelor,3,7800.0,37,41,24,12,75,1,88,1,3.49,False,2,0.5981961451247165
37497,Customer Support,Male,51,Technician,2023-07-17 08:03:05.556036,1,High School,4,4900.0,45,47,21,5,75,8,58,1,1.62,False,9,0.6185798804370233
37506,Finance,Male,54,Technician,2024-06-28 08:03:05.556036,0,High School,5,5250.0,50,39,16,5,25,9,72,2,2.38,True,9,0.7022096474953617
37512,Marketing,Male,41,Analyst,2021-06-19 08:03:05.556036,3,High School,4,5600.0,60,21,22,1,25,11,76,1,2.2,False,13,0.634963924963925
37515,IT,Male,47,Technician,2017-01-19 08:03:05.556036,7,Bachelor,2,4200.0,56,31,11,5,25,4,96,2,3.88,False,9,0.6430414347557205
37524,IT,Male,58,Consultant,2021-11-23 08:03:05.556036,2,Bachelor,2,6600.0,55,38,29,0,25,12,68,1,2.83,False,14,0.6339757781900639
37536,Legal,Female,36,Consultant,2022-08-04 08:03:05.556036,2,High School,4,7700.0,39,30,26,2,0,9,30,1,3.41,False,12,0.6249836116264686
37537,Operations,Male,26,Manager,2017-04-22 08:03:05.556036,7,Bachelor,5,9000.0,44,38,12,2,100,4,92,2,3.31,False,12,0.8278891981034839
37542,HR,Female,36,Consultant,2019-07-09 08:03:05.556036,5,Bachelor,4,7700.0,31,34,28,2,75,7,31,1,4.97,False,12,0.7213303442589156
37556,Sales,Female,48,Consultant,2019-04-13 08:03:05.556036,5,PhD,4,7700.0,38,18,12,2,75,15,45,1,4.38,False,12,0.6548070500927643
37559,Engineering,Male,30,Specialist,2022-03-24 08:03:05.556036,2,Bachelor,4,6300.0,48,24,28,3,100,5,37,2,4.37,False,11,0.6483495155638013
37565,Engineering,Male,47,Engineer,2016-09-22 08:03:05.556036,7,Bachelor,4,8400.0,54,44,20,11,25,11,47,2,3.67,True,3,0.6008984745413317
37568,Customer Support,Female,47,Specialist,2021-05-04 08:03:05.556036,3,Bachelor,3,5850.0,57,43,24,0,100,17,57,2,4.22,False,14,0.7516617192331477
37585,Sales,Female,47,Specialist,2021-07-01 08:03:05.556036,3,High School,4,6300.0,56,42,6,3,0,5,36,2,2.58,False,11,0.6302987012987014
37592,IT,Female,60,Specialist,2018-08-27 08:03:05.556036,6,High School,5,6750.0,56,14,22,11,0,15,86,1,4.31,False,3,0.6392373737373737
37607,Sales,Male,51,Developer,2017-02-04 08:03:05.556036,7,High School,5,7500.0,54,43,6,3,100,11,48,1,4.23,True,11,0.7911227581941868
37610,Customer Support,Female,50,Manager,2020-03-24 08:03:05.556036,4,Bachelor,5,9000.0,36,41,26,9,100,16,92,2,2.7,False,5,0.7096340960626675
37612,Engineering,Female,42,Analyst,2018-10-23 08:03:05.556036,5,PhD,5,6000.0,49,6,16,1,75,9,43,1,3.95,False,13,0.6445727685013398
37622,Sales,Male,27,Engineer,2019-07-18 08:03:05.556036,5,High School,3,7800.0,57,45,16,11,0,10,79,1,4.7,False,3,0.6711265718408577
37624,HR,Female,43,Manager,2024-04-19 08:03:05.556036,0,High School,5,9000.0,43,35,17,9,75,13,60,2,4.93,False,5,0.7319978354978355
37626,Legal,Male,41,Consultant,2014-12-22 08:03:05.556036,9,Bachelor,5,8250.0,41,26,13,3,0,16,19,2,4.1,False,11,0.6566491445062873
37627,Engineering,Female,38,Consultant,2018-07-08 08:03:05.556036,6,High School,5,8250.0,30,34,16,12,0,4,40,1,4.78,False,2,0.637155019583591
37631,Marketing,Male,41,Developer,2024-03-11 08:03:05.556036,0,Bachelor,2,6000.0,34,15,11,3,0,9,78,2,4.78,False,11,0.614943104514533
37643,Customer Support,Male,54,Analyst,2022-08-14 08:03:05.556036,2,PhD,4,5600.0,45,45,11,4,25,3,31,2,4.36,False,10,0.7071568748711605
37647,HR,Other,49,Specialist,2022-08-21 08:03:05.556036,2,Master,4,6300.0,43,38,6,9,75,9,98,1,3.84,False,5,0.716510410224696
37648,Sales,Male,49,Consultant,2021-06-29 08:03:05.556036,3,PhD,4,7700.0,41,17,25,4,25,8,81,1,2.56,False,10,0.6038812615955472
37649,Customer Support,Male,51,Consultant,2015-05-21 08:03:05.556036,9,Bachelor,3,7150.0,55,49,25,9,25,7,79,1,4.37,False,5,0.699524531024531
37650,Operations,Female,36,Analyst,2019-09-15 08:03:05.556036,4,High School,4,5600.0,42,23,25,1,25,8,45,2,4.93,True,13,0.7170009276437848
37660,Finance,Male,51,Technician,2021-12-07 08:03:05.556036,2,PhD,3,4550.0,54,20,20,0,75,1,23,2,4.89,False,14,0.622597299525871
37661,IT,Male,57,Specialist,2020-02-23 08:03:05.556036,4,Master,3,5850.0,50,28,12,0,0,10,82,1,3.06,False,14,0.68294227994228
37668,Finance,Male,40,Analyst,2017-03-14 08:03:05.556036,7,High School,3,5200.0,38,39,13,1,75,11,78,2,2.36,False,13,0.670473716759431
37670,Sales,Female,39,Specialist,2024-05-16 08:03:05.556036,0,Bachelor,4,6300.0,54,8,14,0,0,18,56,1,4.95,False,14,0.6932843743558029
37671,HR,Male,28,Technician,2016-09-10 08:03:05.556036,7,High School,3,4550.0,51,43,11,7,100,19,92,1,4.27,False,7,0.7248687899402185
37681,Legal,Female,55,Manager,2018-03-27 08:03:05.556036,6,Master,5,9000.0,41,46,8,11,0,18,18,2,3.85,False,3,0.6094758812615956
37682,Engineering,Male,32,Technician,2014-10-21 08:03:05.556036,9,Master,5,5250.0,60,12,0,1,50,16,15,1,4.89,False,13,0.6594969078540507
37685,Finance,Female,53,Engineer,2018-11-13 08:03:05.556036,5,High School,5,9000.0,45,41,23,8,25,4,91,2,3.17,False,6,0.7453996083281796
37695,Sales,Male,25,Manager,2019-02-12 08:03:05.556036,5,High School,5,9000.0,32,36,8,8,100,13,82,1,4.15,False,6,0.7558096268810555
37708,Operations,Male,58,Specialist,2023-06-16 08:03:05.556036,1,Bachelor,5,6750.0,41,25,0,9,50,3,60,1,4.35,False,5,0.6621815089672232
37717,HR,Male,60,Manager,2024-01-25 08:03:05.556036,0,High School,3,7800.0,55,37,7,3,25,15,73,2,2.35,False,11,0.6231380127808699
37721,Operations,Male,47,Specialist,2018-08-14 08:03:05.556036,6,Master,2,5400.0,56,49,3,3,100,9,64,1,4.61,False,11,0.7169357864357865
37723,Legal,Male,49,Specialist,2022-09-18 08:03:05.556036,1,High School,5,6750.0,50,28,24,8,25,15,51,2,2.94,False,6,0.600030303030303
37725,HR,Male,49,Consultant,2018-10-27 08:03:05.556036,5,Bachelor,5,8250.0,32,19,12,10,75,3,95,2,2.75,False,4,0.6141130694702123
37726,Operations,Other,26,Engineer,2021-01-18 08:03:05.556036,3,High School,5,9000.0,58,42,4,8,0,18,90,2,1.11,True,6,0.6444610389610389
37730,Customer Support,Female,54,Manager,2022-08-10 08:03:05.556036,2,High School,2,7200.0,52,43,24,0,75,2,68,1,1.77,False,14,0.60138394145537
37734,HR,Male,49,Manager,2024-05-25 08:03:05.556036,0,PhD,5,9000.0,58,34,28,1,25,14,77,1,4.67,True,13,0.8635453514739229
37736,Customer Support,Male,28,Manager,2021-12-15 08:03:05.556036,2,Bachelor,3,7800.0,32,45,23,0,75,7,67,2,1.05,False,14,0.6215270047412905
37737,IT,Female,27,Engineer,2019-01-29 08:03:05.556036,5,PhD,5,9000.0,38,7,12,1,50,19,52,2,2.65,True,13,0.6018362193362193
37742,Marketing,Female,30,Specialist,2020-03-29 08:03:05.556036,4,Bachelor,5,6750.0,39,46,16,8,100,14,62,1,1.7,False,6,0.6337219130076271
37751,IT,Male,56,Technician,2015-03-17 08:03:05.556036,9,High School,5,5250.0,53,42,26,8,100,9,67,1,2.9,False,6,0.6874963924963925
37758,Engineering,Male,47,Specialist,2022-06-14 08:03:05.556036,2,Bachelor,3,5850.0,30,25,26,3,25,12,91,2,2.98,True,11,0.6420220573077715
37777,Customer Support,Female,40,Technician,2018-11-03 08:03:05.556036,5,Bachelor,1,3850.0,47,45,27,4,75,10,53,1,4.98,False,10,0.632601319315605
